Timestamp,Temp,Setpoint,Error,PidOutput,PTerms,ITerms,DTerms,RelayState,TempTrend,Status
2025-09-19 17:13:22,267.8,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,HIGH_OVERSHOOT
2025-09-19 17:13:49,264.2,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,HIGH_OVERSHOOT
2025-09-19 17:14:16,262.4,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,N/A,N/A,0,FALLING,HIGH_OVERSHOOT
2025-09-19 17:14:44,258.8,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,MILD_OVERSHOOT
2025-09-19 17:15:10,257,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,MILD_OVERSHOOT
2025-09-19 17:15:36,257,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,STABLE,MILD_OVERSHOOT
2025-09-19 17:16:04,251.6,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,ON_TARGET
2025-09-19 17:16:31,249.8,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,ON_TARGET
2025-09-19 17:16:58,246.2,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,ON_TARGET
2025-09-19 17:17:24,244.4,250,Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot overwrite variable Error because it is read-only or constant. Cannot overwrite variable PID because it is read-only or constant. Cannot find path 'C:\Users\roble\.platformio\packages\framework-arduinoespressif32\libraries\ArduPID\src\ArduPID.h' because it does not exist. Cannot find path 'C:\Users\roble\.platformio\lib_deps\denky32_ota\ArduPID\src\ArduPID.h' because it does not exist. This command cannot find a matching alias because an alias with the name 'pio' does not exist.,90848,0,0,0,0,FALLING,MILD_UNDERSHOOT
